,Unnamed: 0,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
1758,1759,sell,apartment,|Argentina|Capital Federal|Constituci�n|,"-34.6226764,-58.3898616",85000.0,USD,1288804.0,85000.0,59.0,59.0,1440.677966,1440.677966,,,,http://constitucion.properati.com.ar/k58x_venta_departamentos_constitucion
1759,1760,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.62818,-58.429483",109000.0,USD,1652701.6,109000.0,,37.0,,2945.945946,6.0,1.0,,http://caballito.properati.com.ar/12rj1_venta_departamentos_caballito_gimnasio_hidromasaje_parrilla_piscina_quincho_sum_vista_sauna_lujoso_garage_amenities_subte-linea-e_proyectos
1762,1763,sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6074047747,-58.3907823249",133000.0,USD,2016599.2,133000.0,75.0,75.0,1773.333333,1773.333333,,3.0,,http://congreso.properati.com.ar/10izl_venta_departamentos_congreso_lavadero_luminoso_victorino-de-la-plaza_d03
1763,1764,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6374837,-58.4601452",72000.0,USD,1091692.8,72000.0,34.0,31.0,2117.647059,2322.580645,,,,http://flores.properati.com.ar/12m6y_venta_departamentos_flores_balcon_parrilla_patio_terraza_luminoso_garage_amenities_subte-linea-e_subte-premetro_inmobiliaria-calot
1765,1766,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6266172,-58.4599658",1419000.0,ARS,1415061.45,93327.01,38.0,35.0,2455.973947,40542.85714,,1.0,,http://flores.properati.com.ar/zslu_venta_departamentos_flores_balcon_hidromasaje_lavadero_sum_lujoso_amenities_nucifora-propiedades_crr
1769,1770,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.633464,-58.368463",63000.0,USD,955231.2,63000.0,37.0,37.0,1702.702703,1702.702703,,2.0,,http://barracas.properati.com.ar/vskw_venta_departamentos_barracas
1771,1772,sell,apartment,|Argentina|Capital Federal|Parque Avellaneda|,"-34.647382,-58.4772734",87000.0,USD,1319128.8,87000.0,48.0,42.0,1812.5,2071.428571,,,,http://parque-avellaneda.properati.com.ar/12m7v_venta_departamentos_parque-avellaneda_balcon_parrilla_patio_garage_aire-acondicionado_inmobiliaria-calot
1772,1773,sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.55826,-58.478587",983006.0,ARS,980277.66,64651.88,45.0,36.0,1436.708444,27305.72222,,,,http://coghlan.properati.com.ar/lhkc_venta_departamentos_coghlan
1779,1780,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.5999764,-58.4037104",195000.0,USD,2956668.0,195000.0,77.0,77.0,2532.467532,2532.467532,3.0,3.0,,http://balvanera.properati.com.ar/10gm2_venta_departamentos_balvanera_the-union-propiedades_8tu
1780,1781,sell,apartment,|Argentina|Capital Federal|Colegiales|,,260000.0,USD,3942224.0,260000.0,0.0,60.0,,4333.333333,,,,http://colegiales.properati.com.ar/on08_venta_departamentos_colegiales_0
1785,1786,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5780621,-58.4952915",169500.0,USD,2570026.8,169500.0,72.0,67.0,2354.166667,2529.850746,,3.0,,http://villa-urquiza.properati.com.ar/khxs_venta_departamentos_villa-urquiza
1788,1789,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6135876,-58.4107896",129000.0,USD,1955949.6,129000.0,90.0,90.0,1433.333333,1433.333333,,5.0,,http://once.properati.com.ar/10b61_venta_departamentos_once_patio_migliorisi-propiedades_cy2
1789,1790,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5528589,-58.4702918",119000.0,USD,1804325.6,119000.0,100.0,32.0,1190.0,3718.75,,,,http://nunez.properati.com.ar/11tpp_venta_departamentos_nunez_parrilla_quincho_garage_placard_barrancas-propiedades_dex
1799,1800,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5435062,-58.4821436",88000.0,USD,1334291.2,88000.0,37.0,31.0,2378.378378,2838.709677,,1.0,,http://saavedra.properati.com.ar/12tuo_venta_departamentos_saavedra_parrilla_terraza_aire-acondicionado_zuker-propiedades_dke
1801,1802,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5468894557,-58.4786123121",100306.0,USD,1520879.69,100306.0,70.0,66.0,1432.942857,1519.787879,,2.0,,http://saavedra.properati.com.ar/zsrr_venta_departamentos_saavedra_sum_garage_nucifora-propiedades_cro
1805,1806,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.556809,-58.457834",97000.0,USD,1470752.8,97000.0,,37.0,,2621.621622,,2.0,,http://belgrano.properati.com.ar/10vpf_venta_departamentos_colegiales_balcon_hidromasaje_parrilla_piscina_sum_luminoso_garage_amenities_placard_re-max-central
1806,1807,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6070921,-58.4306168",86000.0,USD,1303966.4,86000.0,35.0,35.0,2457.142857,2457.142857,,2.0,,http://villa-crespo.properati.com.ar/r6i0_venta_departamentos_villa-crespo_rio-de-janeiro_700
1809,1810,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5856221,-58.4409353",90000.0,USD,1364616.0,90000.0,35.0,32.0,2571.428571,2812.5,4.0,1.0,1900.0,http://palermo.properati.com.ar/10gi5_venta_departamentos_palermo_gimnasio_lavadero_piscina_sum_terraza_luminoso_sauna_amenities_placard_aire-acondicionado_losa-radiante_bertolotti
1811,1812,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5777784,-58.4351583",112677.0,USD,1708453.74,112677.0,38.0,34.0,2965.184211,3314.029412,,1.0,,http://palermo.properati.com.ar/12pzn_venta_departamentos_palermo_parrilla_piscina_sum_lujoso_amenities_losa-radiante_subte-linea-d_le-bleu
1818,1819,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5817176348,-58.4486236993",145000.0,USD,2198548.0,145000.0,50.0,45.0,2900.0,3222.222222,,2.0,2722.0,http://palermo.properati.com.ar/w7tr_venta_departamentos_palermo
1826,1827,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.601282,-58.418141",150000.0,USD,2274360.0,150000.0,75.0,75.0,2000.0,2000.0,,3.0,,http://almagro.properati.com.ar/10b6e_venta_departamentos_almagro_lavadero_luminoso_dependencias_migliorisi-propiedades_cy2
1837,1838,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6205971,-58.4608572",210000.0,USD,3184104.0,210000.0,80.0,80.0,2625.0,2625.0,,3.0,3000.0,http://flores.properati.com.ar/11ity_venta_departamentos_flores_balcon_suite_hidromasaje_parrilla_sum_vestidor_luminoso_garage_amenities_losa-radiante_durban-keiller-asesoramiento-inmobiliario_bx8
1845,1846,sell,apartment,|Argentina|Capital Federal|Boca|,"-34.627625,-58.360648",100000.0,USD,1516240.0,100000.0,65.0,58.0,1538.461538,1724.137931,,1.0,,http://boca.properati.com.ar/11hew_venta_departamentos_boca_balcon_suite_gimnasio_lavadero_piscina_sum_luminoso_lujoso_garage_amenities_di-mitrio-inmobiliaria_90i
1849,1850,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6177615,-58.383662",76000.0,USD,1152342.4,76000.0,42.0,34.0,1809.52381,2235.294118,,,,http://monserrat.properati.com.ar/12mgc_venta_departamentos_monserrat_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot
1856,1857,sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6037137392,-58.3815808896",95568.0,USD,1449040.24,95568.0,0.0,40.0,,2389.2,,1.0,,http://villa-del-parque.properati.com.ar/xxca_venta_departamentos_villa-del-parque_balcon_luminoso_garage_estrenar_grupo-mega-pulvirenti
1859,1860,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.621321,-58.3982505",175000.0,USD,2653420.0,175000.0,147.0,70.0,1190.47619,2500.0,,4.0,2300.0,http://san-cristobal.properati.com.ar/11q00_venta_departamentos_san-cristobal_lavadero_parrilla_patio_aire-acondicionado_yedro-propiedades-moreno
1875,1876,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.636179,-58.439476",94000.0,USD,1425265.6,94000.0,,41.0,,2292.682927,,2.0,,http://caballito.properati.com.ar/yk4b_venta_departamentos_caballito_balcon_lavadero_parrilla_terraza_luminoso_electrogeno_garage_aire-acondicionado_estrenar_re-max-bur-oacute
1878,1879,sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578362,-58.449633",195000.0,USD,2956668.0,195000.0,,87.0,,2241.37931,,2.0,,http://colegiales.properati.com.ar/11mzi_venta_departamentos_colegiales_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_garage_amenities_estrenar_belgrano
1883,1884,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6085504575,-58.4506525716",145000.0,USD,2198548.0,145000.0,53.0,49.0,2735.849057,2959.183673,11.0,3.0,822.0,http://caballito.properati.com.ar/12elx_venta_departamentos_caballito_cucha-cucha_1168_piscina_luminoso_garage_amenities_bilardo-negocios-inmobiliarios_3lr
1887,1888,sell,apartment,|Argentina|Capital Federal|San Telmo|,"-34.602153,-58.412067",159000.0,USD,2410821.6,159000.0,,95.0,,1673.684211,5.0,3.0,,http://san-telmo.properati.com.ar/11ki4_venta_departamentos_san-telmo_balcon_lavadero_luminoso_dependencias_re-max-visi-oacute-n
1891,1892,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.566885,-58.451021",120000.0,USD,1819488.0,120000.0,,42.0,,2857.142857,,2.0,,http://belgrano.properati.com.ar/xvlb_venta_departamentos_belgrano_balcon_lavadero_parrilla_sum_terraza_luminoso_kitchinete_amenities_estrenar
1896,1897,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.561966,-58.46373",350000.0,USD,5306840.0,350000.0,,100.0,,3500.0,1.0,3.0,,http://belgrano.properati.com.ar/12gpc_venta_departamentos_belgrano_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_patio_piscina_sum_toilette_vestidor_luminoso_vista_lujoso_garage_placard_subte-linea-d_re-max-express
1897,1898,sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.60808733,-58.43089266",84500.0,USD,1281222.8,84500.0,40.0,36.0,2112.5,2347.222222,,1.0,,http://parque-centenario.properati.com.ar/10axi_venta_departamentos_parque-centenario_balcon_luminoso_lujoso_migliorisi-propiedades_cy0
1898,1899,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6000747136,-58.4032361233",115000.0,USD,1743676.0,115000.0,64.0,63.0,1796.875,1825.396825,,,,http://once.properati.com.ar/fncb_venta_departamento_once
1901,1902,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.617228,-58.457265",73800.0,USD,1118985.12,73800.0,,31.0,,2380.645161,,2.0,,http://caballito.properati.com.ar/11upu_venta_departamentos_caballito_balcon_lavadero_parrilla_sum_terraza_garage_estrenar_re-max-uno
1904,1905,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.603438,-58.4364402",130000.0,USD,1971112.0,130000.0,45.0,40.0,2888.888889,3250.0,2.0,,960.0,http://villa-crespo.properati.com.ar/ylms_venta_departamentos_villa-crespo_balcon_luminoso_placard_aris-propiedades
1907,1908,sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.5771094737,-58.4456268033",110000.0,USD,1667864.0,110000.0,,38.0,,2894.736842,,2.0,,http://colegiales.properati.com.ar/xlfn_venta_departamentos_colegiales_newbery-jorge_3000_balcon_baulera_garage_estrenar
1927,1928,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.602623,-58.440056",132000.0,USD,2001436.8,132000.0,,56.0,,2357.142857,,3.0,,http://villa-crespo.properati.com.ar/10lqd_venta_departamentos_villa-crespo_balcon_lavadero_garage_placard_re-max-buro-ii
1928,1929,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5848012,-58.4115472",169000.0,USD,2562445.6,169000.0,50.0,41.0,3380.0,4121.95122,,2.0,1500.0,http://palermo.properati.com.ar/yw4l_venta_departamentos_palermo_le-bleu
1940,1941,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5917085,-58.3969821",189000.0,USD,2865693.6,189000.0,75.0,69.0,2520.0,2739.130435,,,3200.0,http://recoleta.properati.com.ar/12ird_venta_departamentos_recoleta_balcon_lavadero_luminoso_subte-linea-d_subte-linea-h_cristian-bau-propiedades_6c7
1943,1944,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.622681,-58.395551",78000.0,USD,1182667.2,78000.0,,41.0,,1902.439024,6.0,2.0,,http://san-cristobal.properati.com.ar/12d18_venta_departamentos_san-cristobal_lavadero_piscina_luminoso_garage_placard_subte-linea-e_subte-linea-h_re-max-liberty
1961,1962,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.601017,-58.4313746",138000.0,USD,2092411.2,138000.0,69.0,66.0,2000.0,2090.909091,5.0,3.0,2200.0,http://almagro.properati.com.ar/y10p_venta_departamentos_almagro_balcon_lavadero_toilette_luminoso_garage_placard_doble-circulacion_eduardo-bertolotti-propiedades
1963,1964,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.622512,-58.388768",90000.0,USD,1364616.0,90000.0,67.0,67.0,1343.283582,1343.283582,,3.0,,http://san-cristobal.properati.com.ar/11hgg_venta_departamentos_san-cristobal_suite_luminoso_garage_di-mitrio-inmobiliaria_90i
1969,1970,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6108831,-58.4003678",62000.0,USD,940068.8,62000.0,40.0,40.0,1550.0,1550.0,,,,http://balvanera.properati.com.ar/wmw8_venta_departamentos_balvanera
1978,1979,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5596446354,-58.4543498558",157000.0,USD,2380496.8,157000.0,54.0,33.0,2907.407407,4757.575758,,2.0,1500.0,http://belgrano.properati.com.ar/ysjt_venta_departamentos_belgrano_balcon_parrilla_terraza_luminoso_impecable_aire-acondicionado_losa-radiante_belga-inmobiliaria
1987,1988,sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6038236,-58.4272911",138000.0,USD,2092411.2,138000.0,74.0,74.0,1864.864865,1864.864865,1.0,4.0,300.0,http://parque-centenario.properati.com.ar/11w6s_venta_departamentos_parque-centenario_lavadero_luminoso_aire-acondicionado_bertolotti
1988,1989,sell,apartment,|Argentina|Capital Federal|,,84000.0,USD,1273641.6,84000.0,,47.0,,1787.234043,,2.0,,http://capital-federal.properati.com.ar/11nxz_venta_departamentos_capital-federal_balcon_luminoso_garage_placard_el-trebol-morana-inmuebles-servicios
1992,1993,sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.6042164,-58.4351228",88000.0,USD,1334291.2,88000.0,48.0,48.0,1833.333333,1833.333333,,3.0,,http://parque-centenario.properati.com.ar/10b97_venta_departamentos_parque-centenario_migliorisi-propiedades_cy1
2011,2012,sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6307325,-58.4815962",140000.0,USD,2122736.0,140000.0,65.0,65.0,2153.846154,2153.846154,,3.0,1900.0,http://floresta.properati.com.ar/10u2p_venta_departamentos_floresta_balcon_luminoso_vista_la-floresta
2017,2018,sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.554161,-58.4905798",198000.0,USD,3002155.2,198000.0,120.0,90.0,1650.0,2200.0,,3.0,,http://saavedra.properati.com.ar/12fdl_venta_departamentos_saavedra_terraza_luminoso_garage_estrenar_solimano-dal-pos-inmuebles
2022,2023,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6186349,-58.478887",61770.0,USD,936581.44,61770.0,35.0,35.0,1764.857143,1764.857143,7.0,,,http://flores.properati.com.ar/y40n_venta_departamentos_flores_balcon_parrilla_luminoso_garage_placard_aire-acondicionado_brick-propiedades-local-palermo
2028,2029,sell,apartment,|Argentina|Capital Federal|Liniers|,"-34.6507766,-58.5155958",92000.0,USD,1394940.8,92000.0,58.0,58.0,1586.206897,1586.206897,,2.0,350.0,http://liniers.properati.com.ar/s4al_venta_departamentos_liniers
2034,2035,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",1586000.0,ARS,1581597.98,104310.53,,32.0,,49562.5,10.0,1.0,,http://belgrano.properati.com.ar/u4yr_venta_departamentos_belgrano
2035,2036,sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.6223398871,-58.4085322312",157000.0,USD,2380496.8,157000.0,63.0,57.0,2492.063492,2754.385965,25.0,3.0,1500.0,http://san-cristobal.properati.com.ar/10mlf_venta_departamentos_san-cristobal_calvo-carlos_3000_lavadero_parrilla_piscina_sum_garage_estrenar_salaya-romera-barrio-norte
2041,2042,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.629478,-58.45214",91606.0,USD,1388966.81,91606.0,45.0,40.0,2035.688889,2290.15,,1.0,1.0,http://caballito.properati.com.ar/uutt_venta_departamentos_caballito
2042,2043,sell,apartment,|Argentina|Capital Federal|Villa Lugano|,"-34.6833842,-58.4750427",85000.0,USD,1288804.0,85000.0,119.0,85.0,714.2857143,1000.0,,3.0,,http://villa-lugano.properati.com.ar/po0s_venta_departamentos_villa-lugano
2048,2049,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6063946,-58.4632121",145000.0,USD,2198548.0,145000.0,150.0,80.0,966.6666667,1812.5,,6.0,,http://caballito.properati.com.ar/xz1j_venta_departamentos_caballito_terraza_buyma-propiedades
2050,2051,sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6045779,-58.4231909",120000.0,USD,1819488.0,120000.0,56.0,50.0,2142.857143,2400.0,,3.0,2200.0,http://almagro.properati.com.ar/zjqn_venta_departamentos_almagro_luminoso_placard_goldstein-propiedades-srl_9yp
2055,2056,sell,apartment,|Argentina|Capital Federal|Nu�ez|,"-34.5706322,-58.4314264",275000.0,USD,4169660.0,275000.0,99.0,89.0,2777.777778,3089.88764,,,,http://nunez.properati.com.ar/11rl7_venta_departamentos_nunez_zarlenga-inmobiliaria_bcl
2066,2067,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.583784587,-58.455382866",75000.0,USD,1137180.0,75000.0,45.0,42.0,1666.666667,1785.714286,,2.0,1200.0,http://chacarita.properati.com.ar/ysky_venta_departamentos_chacarita_balcon_luminoso_grupo-g-asociados_cgu
2069,2070,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6087786,-58.430114",99500.0,USD,1508658.8,99500.0,63.0,63.0,1579.365079,1579.365079,,3.0,770.0,http://caballito.properati.com.ar/11or7_venta_departamentos_caballito_balcon_lavadero_placard_asempro_dcw
2070,2071,sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6144978,-58.38456",53000.0,USD,803607.2,53000.0,35.0,35.0,1514.285714,1514.285714,,,,http://monserrat.properati.com.ar/ogml_venta_departamentos_monserrat
2074,2075,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6119155,-58.411536",65000.0,USD,985556.0,65000.0,42.0,42.0,1547.619048,1547.619048,2.0,2.0,500.0,http://balvanera.properati.com.ar/sdfp_venta_departamentos_balvanera_24-de-noviembre_24
2076,2077,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5645773032,-58.4574136772",210000.0,USD,3184104.0,210000.0,66.0,60.0,3181.818182,3500.0,,3.0,2800.0,http://belgrano.properati.com.ar/12t1y_venta_departamentos_belgrano_balcon_toilette_luminoso_garage_placard_losa-radiante_subte-linea-d_deborah-sosa-inversiones-inmobiliarias_akn
2077,2078,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5938779,-58.429594",160000.0,USD,2425984.0,160000.0,51.0,46.0,3137.254902,3478.26087,9.0,,2000.0,http://palermo.properati.com.ar/yco6_venta_departamentos_palermo_balcon_parrilla_piscina_sum_toilette_luminoso_amenities_placard_lepore-propiedades-palermo
2079,2080,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.592467,-58.410649",85900.0,USD,1302450.16,85900.0,67.0,52.0,1282.089552,1651.923077,,1.0,770.0,http://palermo.properati.com.ar/wcof_venta_departamentos_palermo_charcas_3177
2082,2083,sell,apartment,|Argentina|Capital Federal|Constituci�n|,"-34.6261244,-58.3859524",103000.0,USD,1561727.2,103000.0,57.0,49.0,1807.017544,2102.040816,,,,http://constitucion.properati.com.ar/12mgv_venta_departamentos_constitucion_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot
2085,2086,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.607026,-58.442438",137000.0,USD,2077248.8,137000.0,48.0,42.0,2854.166667,3261.904762,,2.0,,http://caballito.properati.com.ar/10gbl_venta_departamentos_caballito_lavadero_parrilla_piscina_sum_lujoso_garage_migliorisi-propiedades_cy3
2100,2101,sell,apartment,|Argentina|Capital Federal|San Nicol�s|,"-34.602823,-58.36824",135000.0,USD,2046924.0,135000.0,64.0,64.0,2109.375,2109.375,,3.0,,http://san-nicolas.properati.com.ar/11r1g_venta_departamentos_san-nicolas_balcon_placard_mattera-inmuebles
2108,2109,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5636949,-58.4581944",119900.0,USD,1817971.76,119900.0,36.0,36.0,3330.555556,3330.555556,19.0,,1850.0,http://belgrano.properati.com.ar/zvc2_venta_departamentos_belgrano_balcon_lavadero_luminoso_vista_garage_placard_brick-propiedades-local-colegiales
2115,2116,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5624033,-58.4667165",193000.0,USD,2926343.2,193000.0,,55.0,,3509.090909,1.0,2.0,,http://belgrano.properati.com.ar/okje_venta_departamentos_belgrano_monroe_3100
2118,2119,sell,apartment,|Argentina|Capital Federal|Barracas|,"-34.6321116,-58.3703982",1556000.0,ARS,1551681.35,102337.45,48.0,42.0,2132.030208,37047.61905,,1.0,,http://barracas.properati.com.ar/zsn2_venta_departamentos_barracas_balcon_piscina_amenities_placard_nucifora-propiedades_crr
2120,2121,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.621654,-58.440164",139000.0,USD,2107573.6,139000.0,52.0,48.0,2673.076923,2895.833333,,2.0,,http://caballito.properati.com.ar/112dc_venta_departamentos_caballito_baulera_parrilla_luminoso_vista_garage_aire-acondicionado_landing-propiedades
2122,2123,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5757551,-58.4345373",290000.0,USD,4397096.0,290000.0,82.0,72.0,3536.585366,4027.777778,,3.0,,http://palermo.properati.com.ar/10drv_venta_departamentos_palermo_hidromasaje_lavadero_parrilla_terraza_luminoso_garage_amenities_impecable_placard_cristian-bau-propiedades_4pq
2129,2130,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6010624,-58.4376694",158000.0,USD,2395659.2,158000.0,80.0,72.0,1975.0,2194.444444,2.0,3.0,1600.0,http://villa-crespo.properati.com.ar/wxjz_venta_departamentos_villa-crespo
2138,2139,sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6213002,-58.4384732",140000.0,USD,2122736.0,140000.0,68.0,59.0,2058.823529,2372.881356,,3.0,2678.0,http://caballito.properati.com.ar/11i3h_venta_departamentos_caballito_balcon_luminoso_dodorico-propieadades
2166,2167,sell,apartment,|Argentina|Capital Federal|Villa Urquiza|,"-34.5687875,-58.4966697",95800.0,USD,1452557.92,95800.0,45.0,42.0,2128.888889,2280.952381,,2.0,800.0,http://villa-urquiza.properati.com.ar/12q2b_venta_departamentos_villa-urquiza_suite_terraza_luminoso_garage_aire-acondicionado_le-bleu
2170,2171,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.56822,-58.458337",3547000.0,ARS,3537155.32,233284.66,,75.0,,47293.33333,20.0,3.0,,http://belgrano.properati.com.ar/y1it_venta_departamentos_belgrano_gimnasio_lavadero_parrilla_piscina_sum_electrogeno_amenities_proyectos
2182,2183,sell,apartment,|Argentina|Capital Federal|Parque Centenario|,"-34.60662,-58.4304928",200000.0,USD,3032480.0,200000.0,76.0,68.0,2631.578947,2941.176471,,3.0,,http://parque-centenario.properati.com.ar/12fqg_venta_departamentos_parque-centenario_balcon_baulera_lavadero_parrilla_piscina_sum_sauna_subte-linea-b_migliorisi-propiedades_cy3
2211,2212,sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.604293,-58.4063222",75000.0,USD,1137180.0,75000.0,40.0,40.0,1875.0,1875.0,7.0,2.0,750.0,http://balvanera.properati.com.ar/11gez_venta_departamentos_balvanera_placard_marcela-montegrande-propiedades
2219,2220,sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.5966202515,-58.3806085715",145000.0,USD,2198548.0,145000.0,72.0,72.0,2013.888889,2013.888889,,3.0,,http://centro-microcentro.properati.com.ar/10o1h_venta_departamentos_centro-microcentro_lavadero_lujoso_victorino-de-la-plaza_d03
2221,2222,sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5894701,-58.4078757",295000.0,USD,4472908.0,295000.0,114.0,94.0,2587.719298,3138.297872,,4.0,3900.0,http://recoleta.properati.com.ar/12v6t_venta_departamentos_recoleta_balcon_baulera_terraza_luminoso_lujoso_garage_subte-linea-d_subte-linea-h_galceran
2223,2224,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.618015,-58.460499",79500.0,USD,1205410.8,79500.0,,47.0,,1691.489362,,2.0,,http://flores.properati.com.ar/rmzn_venta_departamentos_flores
2230,2231,sell,apartment,|Argentina|Capital Federal|Floresta|,,123000.0,USD,1864975.2,123000.0,96.0,89.0,1281.25,1382.022472,,,,http://floresta.properati.com.ar/pip9_venta_departamentos_floresta
2231,2232,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.605719,-58.431068",91500.0,USD,1387359.6,91500.0,49.0,49.0,1867.346939,1867.346939,,1.0,,http://villa-crespo.properati.com.ar/wfjq_venta_departamentos_villa-crespo
2234,2235,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5605705,-58.4590119",135000.0,USD,2046924.0,135000.0,70.0,58.0,1928.571429,2327.586207,1.0,3.0,1500.0,http://belgrano.properati.com.ar/119xe_venta_departamentos_belgrano_balcon_lavadero_patio_placard_ricardo-maidana-empresa-inmobiliaria
2236,2237,sell,apartment,|Argentina|Capital Federal|Floresta|,"-34.6392412,-58.478673",83000.0,USD,1258479.2,83000.0,45.0,41.0,1844.444444,2024.390244,7.0,,,http://floresta.properati.com.ar/10pys_venta_departamentos_floresta_balcon_lavadero_parrilla_sum_luminoso_amoblado_amenities_placard_aire-acondicionado_estrenar_alternativa-propiedades
2246,2247,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5653042899,-58.4379652889",180000.0,USD,2729232.0,180000.0,74.0,74.0,2432.432432,2432.432432,,3.0,,http://belgrano.properati.com.ar/12txf_venta_departamentos_belgrano_balcon_luminoso_zuker-propiedades_dkh
2248,2249,sell,apartment,|Argentina|Capital Federal|Flores|,"-34.626001,-58.462254",85000.0,USD,1288804.0,85000.0,,55.0,,1545.454545,2.0,3.0,,http://flores.properati.com.ar/1164c_venta_departamentos_flores_balcon_re-max-buro-ii
2252,2253,sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5861558174,-58.4150055376",380000.0,USD,5761712.0,380000.0,100.0,100.0,3800.0,3800.0,,3.0,,http://palermo.properati.com.ar/ywlu_venta_departamentos_palermo_baulera_suite_lavadero_parrilla_patio_dependencias_garage_zemborain-propiedades
2254,2255,sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5671171991,-58.4578875283",180000.0,USD,2729232.0,180000.0,70.0,50.0,2571.428571,3600.0,1.0,,,http://belgrano.properati.com.ar/114g8_venta_departamentos_belgrano_vidal_1800_parrilla_piscina_sum_terraza_vestidor_garage_arvas-y-asociados
